code,description,scheduleWeightMinutes,startMin,endMin
102842,00:45-06:15,330,45,375
103786,01:00-06:30,330,60,390
104730,01:15-06:45,330,75,405
105674,01:30-07:00,330,90,420
106618,01:45-07:15,330,105,435
107562,02:00-07:30,330,120,450
108506,02:15-07:45,330,135,465
109450,02:30-08:00,330,150,480
110394,02:45-08:15,330,165,495
111338,03:00-08:30,330,180,510
112282,03:15-08:45,330,195,525
113226,03:30-09:00,330,210,540
114170,03:45-09:15,330,225,555
115114,04:00-09:30,330,240,570
116058,04:15-09:45,330,255,585
117002,04:30-10:00,330,270,600
117946,04:45-10:15,330,285,615
118890,05:00-10:30,330,300,630
119834,05:15-10:45,330,315,645
120778,05:30-11:00,330,330,660
121722,05:45-11:15,330,345,675
122666,06:00-11:30,330,360,690
123610,06:15-11:45,330,375,705
124554,06:30-12:00,330,390,720
125498,06:45-12:15,330,405,735
126442,07:00-12:30,330,420,750
127386,07:15-12:45,330,435,765
128330,07:30-13:00,330,450,780
129274,07:45-13:15,330,465,795
130218,08:00-13:30,330,480,810
131162,08:15-13:45,330,495,825
132106,08:30-14:00,330,510,840
133050,08:45-14:15,330,525,855
133994,09:00-14:30,330,540,870
134938,09:15-14:45,330,555,885
135882,09:30-15:00,330,570,900
136826,09:45-15:15,330,585,915
137770,10:00-15:30,330,600,930
138714,10:15-15:45,330,615,945
139658,10:30-16:00,330,630,960
140602,10:45-16:15,330,645,975
141546,11:00-16:30,330,660,990
142490,11:15-16:45,330,675,1005
143434,11:30-17:00,330,690,1020
144378,11:45-17:15,330,705,1035
145322,12:00-17:30,330,720,1050
146266,12:15-17:45,330,735,1065
147210,12:30-18:00,330,750,1080
148154,12:45-18:15,330,765,1095
149098,13:00-18:30,330,780,1110
150042,13:15-18:45,330,795,1125
150986,13:30-19:00,330,810,1140
151930,13:45-19:15,330,825,1155
152874,14:00-19:30,330,840,1170
153818,14:15-19:45,330,855,1185
154762,14:30-20:00,330,870,1200
155706,14:45-20:15,330,885,1215
156650,15:00-20:30,330,900,1230
157594,15:15-20:45,330,915,1245
158538,15:30-21:00,330,930,1260
159482,15:45-21:15,330,945,1275
160426,16:00-21:30,330,960,1290
161370,16:15-21:45,330,975,1305
162314,16:30-22:00,330,990,1320
163258,16:45-22:15,330,1005,1335
164202,17:00-22:30,330,1020,1350
165146,17:15-22:45,330,1035,1365
166090,17:30-23:00,330,1050,1380
167034,17:45-23:15,330,1065,1395
167978,18:00-23:30,330,1080,1410
168922,18:15-23:45,330,1095,1425
169866,18:30-00:00,330,1110,1440
170810,18:45-00:15,330,1125,1455
171754,19:00-00:30,330,1140,1470
172698,19:15-00:45,330,1155,1485
173642,19:30-01:00,330,1170,1500
174586,19:45-01:15,330,1185,1515
175530,20:00-01:30,330,1200,1530
176474,20:15-01:45,330,1215,1545
177418,20:30-02:00,330,1230,1560
178362,20:45-02:15,330,1245,1575
179306,21:00-02:30,330,1260,1590
180250,21:15-02:45,330,1275,1605
181194,21:30-03:00,330,1290,1620
182138,21:45-03:15,330,1305,1635
183082,22:00-03:30,330,1320,1650
184026,22:15-03:45,330,1335,1665
184970,22:30-04:00,330,1350,1680
185914,22:45-04:15,330,1365,1695
186858,23:00-04:30,330,1380,1710
187802,23:15-04:45,330,1395,1725
188746,23:30-05:00,330,1410,1740
189690,23:45-05:15,330,1425,1755
189691,23:45-05:30,345,1425,1770
188747,23:30-05:15,345,1410,1755
187803,23:15-05:00,345,1395,1740
186859,23:00-04:45,345,1380,1725
185915,22:45-04:30,345,1365,1710
184971,22:30-04:15,345,1350,1695
184027,22:15-04:00,345,1335,1680
183083,22:00-03:45,345,1320,1665
182139,21:45-03:30,345,1305,1650
181195,21:30-03:15,345,1290,1635
180251,21:15-03:00,345,1275,1620
179307,21:00-02:45,345,1260,1605
178363,20:45-02:30,345,1245,1590
177419,20:30-02:15,345,1230,1575
176475,20:15-02:00,345,1215,1560
175531,20:00-01:45,345,1200,1545
174587,19:45-01:30,345,1185,1530
173643,19:30-01:15,345,1170,1515
172699,19:15-01:00,345,1155,1500
171755,19:00-00:45,345,1140,1485
170811,18:45-00:30,345,1125,1470
169867,18:30-00:15,345,1110,1455
168923,18:15-00:00,345,1095,1440
167979,18:00-23:45,345,1080,1425
167035,17:45-23:30,345,1065,1410
166091,17:30-23:15,345,1050,1395
165147,17:15-23:00,345,1035,1380
164203,17:00-22:45,345,1020,1365
163259,16:45-22:30,345,1005,1350
162315,16:30-22:15,345,990,1335
161371,16:15-22:00,345,975,1320
160427,16:00-21:45,345,960,1305
159483,15:45-21:30,345,945,1290
158539,15:30-21:15,345,930,1275
157595,15:15-21:00,345,915,1260
156651,15:00-20:45,345,900,1245
155707,14:45-20:30,345,885,1230
154763,14:30-20:15,345,870,1215
153819,14:15-20:00,345,855,1200
152875,14:00-19:45,345,840,1185
151931,13:45-19:30,345,825,1170
150987,13:30-19:15,345,810,1155
150043,13:15-19:00,345,795,1140
149099,13:00-18:45,345,780,1125
148155,12:45-18:30,345,765,1110
147211,12:30-18:15,345,750,1095
146267,12:15-18:00,345,735,1080
145323,12:00-17:45,345,720,1065
144379,11:45-17:30,345,705,1050
143435,11:30-17:15,345,690,1035
142491,11:15-17:00,345,675,1020
141547,11:00-16:45,345,660,1005
140603,10:45-16:30,345,645,990
139659,10:30-16:15,345,630,975
138715,10:15-16:00,345,615,960
137771,10:00-15:45,345,600,945
136827,09:45-15:30,345,585,930
135883,09:30-15:15,345,570,915
134939,09:15-15:00,345,555,900
133995,09:00-14:45,345,540,885
133051,08:45-14:30,345,525,870
132107,08:30-14:15,345,510,855
131163,08:15-14:00,345,495,840
130219,08:00-13:45,345,480,825
129275,07:45-13:30,345,465,810
128331,07:30-13:15,345,450,795
127387,07:15-13:00,345,435,780
126443,07:00-12:45,345,420,765
125499,06:45-12:30,345,405,750
124555,06:30-12:15,345,390,735
123611,06:15-12:00,345,375,720
122667,06:00-11:45,345,360,705
121723,05:45-11:30,345,345,690
120779,05:30-11:15,345,330,675
119835,05:15-11:00,345,315,660
118891,05:00-10:45,345,300,645
117947,04:45-10:30,345,285,630
117003,04:30-10:15,345,270,615
116059,04:15-10:00,345,255,600
115115,04:00-09:45,345,240,585
114171,03:45-09:30,345,225,570
113227,03:30-09:15,345,210,555
112283,03:15-09:00,345,195,540
111339,03:00-08:45,345,180,525
110395,02:45-08:30,345,165,510
109451,02:30-08:15,345,150,495
108507,02:15-08:00,345,135,480
107563,02:00-07:45,345,120,465
106619,01:45-07:30,345,105,450
105675,01:30-07:15,345,90,435
104731,01:15-07:00,345,75,420
103787,01:00-06:45,345,60,405
102843,00:45-06:30,345,45,390
101899,00:30-06:15,345,30,375
100955,00:15-06:00,345,15,360
100011,00:00-05:45,345,0,345
100012,00:00-06:00,360,0,360
100956,00:15-06:15,360,15,375
101900,00:30-06:30,360,30,390
102844,00:45-06:45,360,45,405
103788,01:00-07:00,360,60,420
104732,01:15-07:15,360,75,435
105676,01:30-07:30,360,90,450
106620,01:45-07:45,360,105,465
107564,02:00-08:00,360,120,480
108508,02:15-08:15,360,135,495
109452,02:30-08:30,360,150,510
110396,02:45-08:45,360,165,525
111340,03:00-09:00,360,180,540
112284,03:15-09:15,360,195,555
113228,03:30-09:30,360,210,570
114172,03:45-09:45,360,225,585
115116,04:00-10:00,360,240,600
116060,04:15-10:15,360,255,615
117004,04:30-10:30,360,270,630
117948,04:45-10:45,360,285,645
118892,05:00-11:00,360,300,660
119836,05:15-11:15,360,315,675
120780,05:30-11:30,360,330,690
121724,05:45-11:45,360,345,705
122668,06:00-12:00,360,360,720
123612,06:15-12:15,360,375,735
124556,06:30-12:30,360,390,750
125500,06:45-12:45,360,405,765
126444,07:00-13:00,360,420,780
127388,07:15-13:15,360,435,795
128332,07:30-13:30,360,450,810
129276,07:45-13:45,360,465,825
130220,08:00-14:00,360,480,840
131164,08:15-14:15,360,495,855
132108,08:30-14:30,360,510,870
133052,08:45-14:45,360,525,885
133996,09:00-15:00,360,540,900
134940,09:15-15:15,360,555,915
135884,09:30-15:30,360,570,930
136828,09:45-15:45,360,585,945
137772,10:00-16:00,360,600,960
138716,10:15-16:15,360,615,975
139660,10:30-16:30,360,630,990
140604,10:45-16:45,360,645,1005
141548,11:00-17:00,360,660,1020
142492,11:15-17:15,360,675,1035
143436,11:30-17:30,360,690,1050
144380,11:45-17:45,360,705,1065
145324,12:00-18:00,360,720,1080
146268,12:15-18:15,360,735,1095
147212,12:30-18:30,360,750,1110
148156,12:45-18:45,360,765,1125
149100,13:00-19:00,360,780,1140
150044,13:15-19:15,360,795,1155
150988,13:30-19:30,360,810,1170
151932,13:45-19:45,360,825,1185
152876,14:00-20:00,360,840,1200
153820,14:15-20:15,360,855,1215
154764,14:30-20:30,360,870,1230
155708,14:45-20:45,360,885,1245
156652,15:00-21:00,360,900,1260
157596,15:15-21:15,360,915,1275
158540,15:30-21:30,360,930,1290
159484,15:45-21:45,360,945,1305
160428,16:00-22:00,360,960,1320
161372,16:15-22:15,360,975,1335
162316,16:30-22:30,360,990,1350
163260,16:45-22:45,360,1005,1365
164204,17:00-23:00,360,1020,1380
165148,17:15-23:15,360,1035,1395
166092,17:30-23:30,360,1050,1410
167036,17:45-23:45,360,1065,1425
167980,18:00-00:00,360,1080,1440
168924,18:15-00:15,360,1095,1455
169868,18:30-00:30,360,1110,1470
170812,18:45-00:45,360,1125,1485
171756,19:00-01:00,360,1140,1500
172700,19:15-01:15,360,1155,1515
173644,19:30-01:30,360,1170,1530
174588,19:45-01:45,360,1185,1545
175532,20:00-02:00,360,1200,1560
176476,20:15-02:15,360,1215,1575
177420,20:30-02:30,360,1230,1590
178364,20:45-02:45,360,1245,1605
179308,21:00-03:00,360,1260,1620
180252,21:15-03:15,360,1275,1635
181196,21:30-03:30,360,1290,1650
182140,21:45-03:45,360,1305,1665
183084,22:00-04:00,360,1320,1680
184028,22:15-04:15,360,1335,1695
184972,22:30-04:30,360,1350,1710
185916,22:45-04:45,360,1365,1725
186860,23:00-05:00,360,1380,1740
187804,23:15-05:15,360,1395,1755
188748,23:30-05:30,360,1410,1770
189692,23:45-05:45,360,1425,1785
300000,10:00-16:30,390,600,990
300001,16:30-23:00,390,990,1380
1010,00:00-07:30,450,0,450
1020,Flexible,480,,
1014,08:00-16:00,480,480,960
1015,16:00-00:00,480,960,1440
1016,00:00-08:00,480,0,480
10006,11:00-21:00,600,660,1260
1007,19:30-07:30,720,1170,1890
1008,00:00-12:00,720,0,720
1009,12:00-00:00,720,720,1440
10001,10:00-23:00,780,600,1380
10005,08:30-22:00,810,510,1320
10002,10:00-00:00,840,600,1440
10000,07:30-23:30,960,450,1410
1018,16:00-08:00,960,960,1920
1017,08:00-08:00,1440,480,1920
1006,07:30-07:30,1440,450,1890
10003,00:00-00:00,1440,0,1440
10004,08:00-08:00,1440,480,1920
