DayIndex,Date,Hour,Team,Minimo,Capacity,LB_slot
90,2022-01-29,09-10,A,3,19,0
90,2022-01-29,09-10,B,2,19,0
90,2022-01-29,10-11,A,4,19,0
90,2022-01-29,10-11,B,4,19,0
90,2022-01-29,11-12,A,4,19,0
90,2022-01-29,11-12,B,4,19,0
90,2022-01-29,12-13,A,4,19,0
90,2022-01-29,12-13,B,4,19,0
90,2022-01-29,13-14,A,4,19,0
90,2022-01-29,13-14,B,4,19,0
90,2022-01-29,14-15,A,4,19,0
90,2022-01-29,14-15,B,4,19,0
90,2022-01-29,15-16,A,4,19,0
90,2022-01-29,15-16,B,3,19,0
90,2022-01-29,16-17,A,3,19,0
90,2022-01-29,16-17,B,3,19,0
90,2022-01-29,17-18,A,3,19,0
90,2022-01-29,17-18,B,3,19,0
90,2022-01-29,18-19,A,4,19,0
90,2022-01-29,18-19,B,3,19,0
90,2022-01-29,19-20,A,4,19,0
90,2022-01-29,19-20,B,4,19,0
90,2022-01-29,20-21,A,4,19,0
90,2022-01-29,20-21,B,2,19,0
90,2022-01-29,21-22,A,4,19,0
90,2022-01-29,21-22,B,3,19,0
91,2022-01-30,09-10,A,-1,0,0
91,2022-01-30,09-10,B,-1,0,0
91,2022-01-30,10-11,A,-1,0,0
91,2022-01-30,10-11,B,-1,0,0
91,2022-01-30,11-12,A,-1,0,0
91,2022-01-30,11-12,B,-1,0,0
91,2022-01-30,12-13,A,-1,0,0
91,2022-01-30,12-13,B,-1,0,0
91,2022-01-30,13-14,A,-1,0,0
91,2022-01-30,13-14,B,-1,0,0
91,2022-01-30,14-15,A,-1,0,0
91,2022-01-30,14-15,B,-1,0,0
91,2022-01-30,15-16,A,-1,0,0
91,2022-01-30,15-16,B,-1,0,0
91,2022-01-30,16-17,A,-1,0,0
91,2022-01-30,16-17,B,-1,0,0
91,2022-01-30,17-18,A,-1,0,0
91,2022-01-30,17-18,B,-1,0,0
91,2022-01-30,18-19,A,-1,0,0
91,2022-01-30,18-19,B,-1,0,0
91,2022-01-30,19-20,A,-1,0,0
91,2022-01-30,19-20,B,-1,0,0
91,2022-01-30,20-21,A,-1,0,0
91,2022-01-30,20-21,B,-1,0,0
91,2022-01-30,21-22,A,-1,0,0
91,2022-01-30,21-22,B,-1,0,0
92,2022-01-31,09-10,A,3,19,0
92,2022-01-31,09-10,B,2,19,0
92,2022-01-31,10-11,A,4,19,0
92,2022-01-31,10-11,B,2,19,0
92,2022-01-31,11-12,A,4,19,0
92,2022-01-31,11-12,B,4,19,0
92,2022-01-31,12-13,A,4,19,0
92,2022-01-31,12-13,B,4,19,0
92,2022-01-31,13-14,A,4,19,0
92,2022-01-31,13-14,B,4,19,0
92,2022-01-31,14-15,A,4,19,0
92,2022-01-31,14-15,B,4,19,0
92,2022-01-31,15-16,A,4,19,0
92,2022-01-31,15-16,B,2,19,0
92,2022-01-31,16-17,A,3,19,0
92,2022-01-31,16-17,B,1,19,0
92,2022-01-31,17-18,A,3,19,0
92,2022-01-31,17-18,B,2,19,0
92,2022-01-31,18-19,A,4,19,0
92,2022-01-31,18-19,B,3,19,0
92,2022-01-31,19-20,A,4,19,0
92,2022-01-31,19-20,B,4,19,0
92,2022-01-31,20-21,A,4,19,0
92,2022-01-31,20-21,B,3,19,0
92,2022-01-31,21-22,A,3,19,0
92,2022-01-31,21-22,B,3,19,0
93,2022-02-01,09-10,A,3,19,0
93,2022-02-01,09-10,B,2,19,0
93,2022-02-01,10-11,A,3,19,0
93,2022-02-01,10-11,B,3,19,0
93,2022-02-01,11-12,A,4,19,0
93,2022-02-01,11-12,B,3,19,0
93,2022-02-01,12-13,A,4,19,0
93,2022-02-01,12-13,B,4,19,0
93,2022-02-01,13-14,A,4,19,0
93,2022-02-01,13-14,B,4,19,0
93,2022-02-01,14-15,A,4,19,0
93,2022-02-01,14-15,B,4,19,0
93,2022-02-01,15-16,A,3,19,0
93,2022-02-01,15-16,B,2,19,0
93,2022-02-01,16-17,A,2,19,0
93,2022-02-01,16-17,B,2,19,0
93,2022-02-01,17-18,A,3,19,0
93,2022-02-01,17-18,B,2,19,0
93,2022-02-01,18-19,A,4,19,0
93,2022-02-01,18-19,B,3,19,0
93,2022-02-01,19-20,A,4,19,0
93,2022-02-01,19-20,B,4,19,0
93,2022-02-01,20-21,A,4,19,0
93,2022-02-01,20-21,B,2,19,0
93,2022-02-01,21-22,A,3,19,0
93,2022-02-01,21-22,B,2,19,0
94,2022-02-02,09-10,A,3,19,0
94,2022-02-02,09-10,B,2,19,0
94,2022-02-02,10-11,A,3,19,0
94,2022-02-02,10-11,B,2,19,0
94,2022-02-02,11-12,A,4,19,0
94,2022-02-02,11-12,B,3,19,0
94,2022-02-02,12-13,A,4,19,0
94,2022-02-02,12-13,B,4,19,0
94,2022-02-02,13-14,A,4,19,0
94,2022-02-02,13-14,B,4,19,0
94,2022-02-02,14-15,A,4,19,0
94,2022-02-02,14-15,B,4,19,0
94,2022-02-02,15-16,A,3,19,0
94,2022-02-02,15-16,B,2,19,0
94,2022-02-02,16-17,A,2,19,0
94,2022-02-02,16-17,B,2,19,0
94,2022-02-02,17-18,A,3,19,0
94,2022-02-02,17-18,B,2,19,0
94,2022-02-02,18-19,A,4,19,0
94,2022-02-02,18-19,B,3,19,0
94,2022-02-02,19-20,A,4,19,0
94,2022-02-02,19-20,B,3,19,0
94,2022-02-02,20-21,A,4,19,0
94,2022-02-02,20-21,B,2,19,0
94,2022-02-02,21-22,A,4,19,0
94,2022-02-02,21-22,B,2,19,0
95,2022-02-03,09-10,A,3,19,0
95,2022-02-03,09-10,B,2,19,0
95,2022-02-03,10-11,A,4,19,0
95,2022-02-03,10-11,B,3,19,0
95,2022-02-03,11-12,A,4,19,0
95,2022-02-03,11-12,B,3,19,0
95,2022-02-03,12-13,A,4,19,0
95,2022-02-03,12-13,B,4,19,0
95,2022-02-03,13-14,A,4,19,0
95,2022-02-03,13-14,B,4,19,0
95,2022-02-03,14-15,A,4,19,0
95,2022-02-03,14-15,B,4,19,0
95,2022-02-03,15-16,A,3,19,0
95,2022-02-03,15-16,B,2,19,0
95,2022-02-03,16-17,A,2,19,0
95,2022-02-03,16-17,B,2,19,0
95,2022-02-03,17-18,A,3,19,0
95,2022-02-03,17-18,B,2,19,0
95,2022-02-03,18-19,A,4,19,0
95,2022-02-03,18-19,B,3,19,0
95,2022-02-03,19-20,A,4,19,0
95,2022-02-03,19-20,B,4,19,0
95,2022-02-03,20-21,A,4,19,0
95,2022-02-03,20-21,B,2,19,0
95,2022-02-03,21-22,A,3,19,0
95,2022-02-03,21-22,B,2,19,0
96,2022-02-04,09-10,A,4,19,0
96,2022-02-04,09-10,B,2,19,0
96,2022-02-04,10-11,A,4,19,0
96,2022-02-04,10-11,B,3,19,0
96,2022-02-04,11-12,A,4,19,0
96,2022-02-04,11-12,B,4,19,0
96,2022-02-04,12-13,A,4,19,0
96,2022-02-04,12-13,B,4,19,0
96,2022-02-04,13-14,A,4,19,0
96,2022-02-04,13-14,B,4,19,0
96,2022-02-04,14-15,A,4,19,0
96,2022-02-04,14-15,B,4,19,0
96,2022-02-04,15-16,A,3,19,0
96,2022-02-04,15-16,B,3,19,0
96,2022-02-04,16-17,A,3,19,0
96,2022-02-04,16-17,B,2,19,0
96,2022-02-04,17-18,A,4,19,0
96,2022-02-04,17-18,B,3,19,0
96,2022-02-04,18-19,A,4,19,0
96,2022-02-04,18-19,B,4,19,0
96,2022-02-04,19-20,A,4,19,0
96,2022-02-04,19-20,B,4,19,0
96,2022-02-04,20-21,A,4,19,0
96,2022-02-04,20-21,B,3,19,0
96,2022-02-04,21-22,A,4,19,0
96,2022-02-04,21-22,B,2,19,0
97,2022-02-05,09-10,A,3,19,0
97,2022-02-05,09-10,B,2,19,0
97,2022-02-05,10-11,A,4,19,0
97,2022-02-05,10-11,B,4,19,0
97,2022-02-05,11-12,A,4,19,0
97,2022-02-05,11-12,B,4,19,0
97,2022-02-05,12-13,A,4,19,0
97,2022-02-05,12-13,B,4,19,0
97,2022-02-05,13-14,A,4,19,0
97,2022-02-05,13-14,B,4,19,0
97,2022-02-05,14-15,A,4,19,0
97,2022-02-05,14-15,B,4,19,0
97,2022-02-05,15-16,A,4,19,0
97,2022-02-05,15-16,B,3,19,0
97,2022-02-05,16-17,A,3,19,0
97,2022-02-05,16-17,B,2,19,0
97,2022-02-05,17-18,A,4,19,0
97,2022-02-05,17-18,B,2,19,0
97,2022-02-05,18-19,A,4,19,0
97,2022-02-05,18-19,B,3,19,0
97,2022-02-05,19-20,A,4,19,0
97,2022-02-05,19-20,B,4,19,0
97,2022-02-05,20-21,A,4,19,0
97,2022-02-05,20-21,B,3,19,0
97,2022-02-05,21-22,A,4,19,0
97,2022-02-05,21-22,B,3,19,0
98,2022-02-06,09-10,A,-1,0,0
98,2022-02-06,09-10,B,-1,0,0
98,2022-02-06,10-11,A,-1,0,0
98,2022-02-06,10-11,B,-1,0,0
98,2022-02-06,11-12,A,-1,0,0
98,2022-02-06,11-12,B,-1,0,0
98,2022-02-06,12-13,A,-1,0,0
98,2022-02-06,12-13,B,-1,0,0
98,2022-02-06,13-14,A,-1,0,0
98,2022-02-06,13-14,B,-1,0,0
98,2022-02-06,14-15,A,-1,0,0
98,2022-02-06,14-15,B,-1,0,0
98,2022-02-06,15-16,A,-1,0,0
98,2022-02-06,15-16,B,-1,0,0
98,2022-02-06,16-17,A,-1,0,0
98,2022-02-06,16-17,B,-1,0,0
98,2022-02-06,17-18,A,-1,0,0
98,2022-02-06,17-18,B,-1,0,0
98,2022-02-06,18-19,A,-1,0,0
98,2022-02-06,18-19,B,-1,0,0
98,2022-02-06,19-20,A,-1,0,0
98,2022-02-06,19-20,B,-1,0,0
98,2022-02-06,20-21,A,-1,0,0
98,2022-02-06,20-21,B,-1,0,0
98,2022-02-06,21-22,A,-1,0,0
98,2022-02-06,21-22,B,-1,0,0
99,2022-02-07,09-10,A,3,19,0
99,2022-02-07,09-10,B,2,19,0
99,2022-02-07,10-11,A,3,19,0
99,2022-02-07,10-11,B,2,19,0
99,2022-02-07,11-12,A,4,19,0
99,2022-02-07,11-12,B,3,19,0
99,2022-02-07,12-13,A,4,19,0
99,2022-02-07,12-13,B,4,19,0
99,2022-02-07,13-14,A,4,19,0
99,2022-02-07,13-14,B,4,19,0
99,2022-02-07,14-15,A,4,19,0
99,2022-02-07,14-15,B,4,19,0
99,2022-02-07,15-16,A,3,19,0
99,2022-02-07,15-16,B,2,19,0
99,2022-02-07,16-17,A,2,19,0
99,2022-02-07,16-17,B,2,19,0
99,2022-02-07,17-18,A,3,19,0
99,2022-02-07,17-18,B,3,19,0
99,2022-02-07,18-19,A,4,19,0
99,2022-02-07,18-19,B,3,19,0
99,2022-02-07,19-20,A,4,19,0
99,2022-02-07,19-20,B,4,19,0
99,2022-02-07,20-21,A,4,19,0
99,2022-02-07,20-21,B,3,19,0
99,2022-02-07,21-22,A,3,19,0
99,2022-02-07,21-22,B,3,19,0
100,2022-02-08,09-10,A,2,19,0
100,2022-02-08,09-10,B,2,19,0
100,2022-02-08,10-11,A,3,19,0
100,2022-02-08,10-11,B,2,19,0
100,2022-02-08,11-12,A,4,19,0
100,2022-02-08,11-12,B,3,19,0
100,2022-02-08,12-13,A,4,19,0
100,2022-02-08,12-13,B,3,19,0
100,2022-02-08,13-14,A,4,19,0
100,2022-02-08,13-14,B,4,19,0
100,2022-02-08,14-15,A,4,19,0
100,2022-02-08,14-15,B,3,19,0
100,2022-02-08,15-16,A,3,19,0
100,2022-02-08,15-16,B,2,19,0
100,2022-02-08,16-17,A,2,19,0
100,2022-02-08,16-17,B,2,19,0
100,2022-02-08,17-18,A,2,19,0
100,2022-02-08,17-18,B,2,19,0
100,2022-02-08,18-19,A,3,19,0
100,2022-02-08,18-19,B,3,19,0
100,2022-02-08,19-20,A,4,19,0
100,2022-02-08,19-20,B,4,19,0
100,2022-02-08,20-21,A,4,19,0
100,2022-02-08,20-21,B,2,19,0
100,2022-02-08,21-22,A,3,19,0
100,2022-02-08,21-22,B,2,19,0
101,2022-02-09,09-10,A,3,19,0
101,2022-02-09,09-10,B,2,19,0
101,2022-02-09,10-11,A,4,19,0
101,2022-02-09,10-11,B,2,19,0
101,2022-02-09,11-12,A,4,19,0
101,2022-02-09,11-12,B,4,19,0
101,2022-02-09,12-13,A,4,19,0
101,2022-02-09,12-13,B,4,19,0
101,2022-02-09,13-14,A,4,19,0
101,2022-02-09,13-14,B,4,19,0
101,2022-02-09,14-15,A,4,19,0
101,2022-02-09,14-15,B,4,19,0
101,2022-02-09,15-16,A,3,19,0
101,2022-02-09,15-16,B,2,19,0
101,2022-02-09,16-17,A,2,19,0
101,2022-02-09,16-17,B,2,19,0
101,2022-02-09,17-18,A,3,19,0
101,2022-02-09,17-18,B,2,19,0
101,2022-02-09,18-19,A,3,19,0
101,2022-02-09,18-19,B,3,19,0
101,2022-02-09,19-20,A,4,19,0
101,2022-02-09,19-20,B,4,19,0
101,2022-02-09,20-21,A,4,19,0
101,2022-02-09,20-21,B,3,19,0
101,2022-02-09,21-22,A,3,19,0
101,2022-02-09,21-22,B,3,19,0
102,2022-02-10,09-10,A,3,19,0
102,2022-02-10,09-10,B,2,19,0
102,2022-02-10,10-11,A,4,19,0
102,2022-02-10,10-11,B,3,19,0
102,2022-02-10,11-12,A,4,19,0
102,2022-02-10,11-12,B,3,19,0
102,2022-02-10,12-13,A,4,19,0
102,2022-02-10,12-13,B,4,19,0
102,2022-02-10,13-14,A,4,19,0
102,2022-02-10,13-14,B,4,19,0
102,2022-02-10,14-15,A,4,19,0
102,2022-02-10,14-15,B,4,19,0
102,2022-02-10,15-16,A,3,19,0
102,2022-02-10,15-16,B,2,19,0
102,2022-02-10,16-17,A,3,19,0
102,2022-02-10,16-17,B,2,19,0
102,2022-02-10,17-18,A,3,19,0
102,2022-02-10,17-18,B,2,19,0
102,2022-02-10,18-19,A,4,19,0
102,2022-02-10,18-19,B,3,19,0
102,2022-02-10,19-20,A,4,19,0
102,2022-02-10,19-20,B,3,19,0
102,2022-02-10,20-21,A,3,19,0
102,2022-02-10,20-21,B,2,19,0
102,2022-02-10,21-22,A,4,19,0
102,2022-02-10,21-22,B,2,19,0
103,2022-02-11,09-10,A,4,19,0
103,2022-02-11,09-10,B,2,19,0
103,2022-02-11,10-11,A,4,19,0
103,2022-02-11,10-11,B,3,19,0
103,2022-02-11,11-12,A,4,19,0
103,2022-02-11,11-12,B,4,19,0
103,2022-02-11,12-13,A,4,19,0
103,2022-02-11,12-13,B,4,19,0
103,2022-02-11,13-14,A,4,19,0
103,2022-02-11,13-14,B,4,19,0
103,2022-02-11,14-15,A,4,19,0
103,2022-02-11,14-15,B,4,19,0
103,2022-02-11,15-16,A,4,19,0
103,2022-02-11,15-16,B,3,19,0
103,2022-02-11,16-17,A,2,19,0
103,2022-02-11,16-17,B,2,19,0
103,2022-02-11,17-18,A,3,19,0
103,2022-02-11,17-18,B,3,19,0
103,2022-02-11,18-19,A,4,19,0
103,2022-02-11,18-19,B,3,19,0
103,2022-02-11,19-20,A,4,19,0
103,2022-02-11,19-20,B,4,19,0
103,2022-02-11,20-21,A,4,19,0
103,2022-02-11,20-21,B,3,19,0
103,2022-02-11,21-22,A,3,19,0
103,2022-02-11,21-22,B,2,19,0
104,2022-02-12,09-10,A,3,19,0
104,2022-02-12,09-10,B,2,19,0
104,2022-02-12,10-11,A,4,19,0
104,2022-02-12,10-11,B,4,19,0
104,2022-02-12,11-12,A,4,19,0
104,2022-02-12,11-12,B,4,19,0
104,2022-02-12,12-13,A,4,19,0
104,2022-02-12,12-13,B,4,19,0
104,2022-02-12,13-14,A,4,19,0
104,2022-02-12,13-14,B,4,19,0
104,2022-02-12,14-15,A,4,19,0
104,2022-02-12,14-15,B,4,19,0
104,2022-02-12,15-16,A,4,19,0
104,2022-02-12,15-16,B,2,19,0
104,2022-02-12,16-17,A,3,19,0
104,2022-02-12,16-17,B,2,19,0
104,2022-02-12,17-18,A,3,19,0
104,2022-02-12,17-18,B,2,19,0
104,2022-02-12,18-19,A,4,19,0
104,2022-02-12,18-19,B,3,19,0
104,2022-02-12,19-20,A,4,19,0
104,2022-02-12,19-20,B,4,19,0
104,2022-02-12,20-21,A,4,19,0
104,2022-02-12,20-21,B,3,19,0
104,2022-02-12,21-22,A,4,19,0
104,2022-02-12,21-22,B,2,19,0
105,2022-02-13,09-10,A,-1,0,0
105,2022-02-13,09-10,B,-1,0,0
105,2022-02-13,10-11,A,-1,0,0
105,2022-02-13,10-11,B,-1,0,0
105,2022-02-13,11-12,A,-1,0,0
105,2022-02-13,11-12,B,-1,0,0
105,2022-02-13,12-13,A,-1,0,0
105,2022-02-13,12-13,B,-1,0,0
105,2022-02-13,13-14,A,-1,0,0
105,2022-02-13,13-14,B,-1,0,0
105,2022-02-13,14-15,A,-1,0,0
105,2022-02-13,14-15,B,-1,0,0
105,2022-02-13,15-16,A,-1,0,0
105,2022-02-13,15-16,B,-1,0,0
105,2022-02-13,16-17,A,-1,0,0
105,2022-02-13,16-17,B,-1,0,0
105,2022-02-13,17-18,A,-1,0,0
105,2022-02-13,17-18,B,-1,0,0
105,2022-02-13,18-19,A,-1,0,0
105,2022-02-13,18-19,B,-1,0,0
105,2022-02-13,19-20,A,-1,0,0
105,2022-02-13,19-20,B,-1,0,0
105,2022-02-13,20-21,A,-1,0,0
105,2022-02-13,20-21,B,-1,0,0
105,2022-02-13,21-22,A,-1,0,0
105,2022-02-13,21-22,B,-1,0,0
106,2022-02-14,09-10,A,3,19,0
106,2022-02-14,09-10,B,2,19,0
106,2022-02-14,10-11,A,4,19,0
106,2022-02-14,10-11,B,3,19,0
106,2022-02-14,11-12,A,4,19,0
106,2022-02-14,11-12,B,4,19,0
106,2022-02-14,12-13,A,4,19,0
106,2022-02-14,12-13,B,4,19,0
106,2022-02-14,13-14,A,4,19,0
106,2022-02-14,13-14,B,4,19,0
106,2022-02-14,14-15,A,4,19,0
106,2022-02-14,14-15,B,4,19,0
106,2022-02-14,15-16,A,4,19,0
106,2022-02-14,15-16,B,2,19,0
106,2022-02-14,16-17,A,3,19,0
106,2022-02-14,16-17,B,2,19,0
106,2022-02-14,17-18,A,3,19,0
106,2022-02-14,17-18,B,2,19,0
106,2022-02-14,18-19,A,4,19,0
106,2022-02-14,18-19,B,4,19,0
106,2022-02-14,19-20,A,4,19,0
106,2022-02-14,19-20,B,4,19,0
106,2022-02-14,20-21,A,4,19,0
106,2022-02-14,20-21,B,3,19,0
106,2022-02-14,21-22,A,4,19,0
106,2022-02-14,21-22,B,2,19,0
107,2022-02-15,09-10,A,2,19,0
107,2022-02-15,09-10,B,1,19,0
107,2022-02-15,10-11,A,3,19,0
107,2022-02-15,10-11,B,2,19,0
107,2022-02-15,11-12,A,4,19,0
107,2022-02-15,11-12,B,3,19,0
107,2022-02-15,12-13,A,4,19,0
107,2022-02-15,12-13,B,4,19,0
107,2022-02-15,13-14,A,4,19,0
107,2022-02-15,13-14,B,3,19,0
107,2022-02-15,14-15,A,4,19,0
107,2022-02-15,14-15,B,3,19,0
107,2022-02-15,15-16,A,2,19,0
107,2022-02-15,15-16,B,2,19,0
107,2022-02-15,16-17,A,2,19,0
107,2022-02-15,16-17,B,1,19,0
107,2022-02-15,17-18,A,3,19,0
107,2022-02-15,17-18,B,2,19,0
107,2022-02-15,18-19,A,3,19,0
107,2022-02-15,18-19,B,2,19,0
107,2022-02-15,19-20,A,4,19,0
107,2022-02-15,19-20,B,4,19,0
107,2022-02-15,20-21,A,4,19,0
107,2022-02-15,20-21,B,3,19,0
107,2022-02-15,21-22,A,3,19,0
107,2022-02-15,21-22,B,2,19,0
108,2022-02-16,09-10,A,3,19,0
108,2022-02-16,09-10,B,2,19,0
108,2022-02-16,10-11,A,4,19,0
108,2022-02-16,10-11,B,3,19,0
108,2022-02-16,11-12,A,4,19,0
108,2022-02-16,11-12,B,4,19,0
108,2022-02-16,12-13,A,4,19,0
108,2022-02-16,12-13,B,4,19,0
108,2022-02-16,13-14,A,4,19,0
108,2022-02-16,13-14,B,4,19,0
108,2022-02-16,14-15,A,4,19,0
108,2022-02-16,14-15,B,4,19,0
108,2022-02-16,15-16,A,3,19,0
108,2022-02-16,15-16,B,2,19,0
108,2022-02-16,16-17,A,2,19,0
108,2022-02-16,16-17,B,2,19,0
108,2022-02-16,17-18,A,3,19,0
108,2022-02-16,17-18,B,2,19,0
108,2022-02-16,18-19,A,4,19,0
108,2022-02-16,18-19,B,3,19,0
108,2022-02-16,19-20,A,4,19,0
108,2022-02-16,19-20,B,4,19,0
108,2022-02-16,20-21,A,4,19,0
108,2022-02-16,20-21,B,2,19,0
108,2022-02-16,21-22,A,3,19,0
108,2022-02-16,21-22,B,2,19,0
109,2022-02-17,09-10,A,3,19,0
109,2022-02-17,09-10,B,2,19,0
109,2022-02-17,10-11,A,3,19,0
109,2022-02-17,10-11,B,3,19,0
109,2022-02-17,11-12,A,4,19,0
109,2022-02-17,11-12,B,4,19,0
109,2022-02-17,12-13,A,4,19,0
109,2022-02-17,12-13,B,4,19,0
109,2022-02-17,13-14,A,4,19,0
109,2022-02-17,13-14,B,4,19,0
109,2022-02-17,14-15,A,4,19,0
109,2022-02-17,14-15,B,3,19,0
109,2022-02-17,15-16,A,3,19,0
109,2022-02-17,15-16,B,2,19,0
109,2022-02-17,16-17,A,2,19,0
109,2022-02-17,16-17,B,2,19,0
109,2022-02-17,17-18,A,3,19,0
109,2022-02-17,17-18,B,2,19,0
109,2022-02-17,18-19,A,4,19,0
109,2022-02-17,18-19,B,3,19,0
109,2022-02-17,19-20,A,4,19,0
109,2022-02-17,19-20,B,4,19,0
109,2022-02-17,20-21,A,4,19,0
109,2022-02-17,20-21,B,3,19,0
109,2022-02-17,21-22,A,4,19,0
109,2022-02-17,21-22,B,2,19,0
110,2022-02-18,09-10,A,4,19,0
110,2022-02-18,09-10,B,3,19,0
110,2022-02-18,10-11,A,4,19,0
110,2022-02-18,10-11,B,3,19,0
110,2022-02-18,11-12,A,4,19,0
110,2022-02-18,11-12,B,4,19,0
110,2022-02-18,12-13,A,4,19,0
110,2022-02-18,12-13,B,4,19,0
110,2022-02-18,13-14,A,4,19,0
110,2022-02-18,13-14,B,4,19,0
110,2022-02-18,14-15,A,4,19,0
110,2022-02-18,14-15,B,4,19,0
110,2022-02-18,15-16,A,3,19,0
110,2022-02-18,15-16,B,2,19,0
110,2022-02-18,16-17,A,3,19,0
110,2022-02-18,16-17,B,2,19,0
110,2022-02-18,17-18,A,3,19,0
110,2022-02-18,17-18,B,3,19,0
110,2022-02-18,18-19,A,4,19,0
110,2022-02-18,18-19,B,4,19,0
110,2022-02-18,19-20,A,4,19,0
110,2022-02-18,19-20,B,4,19,0
110,2022-02-18,20-21,A,4,19,0
110,2022-02-18,20-21,B,3,19,0
110,2022-02-18,21-22,A,4,19,0
110,2022-02-18,21-22,B,3,19,0
111,2022-02-19,09-10,A,4,19,0
111,2022-02-19,09-10,B,2,19,0
111,2022-02-19,10-11,A,4,19,0
111,2022-02-19,10-11,B,4,19,0
111,2022-02-19,11-12,A,4,19,0
111,2022-02-19,11-12,B,4,19,0
111,2022-02-19,12-13,A,4,19,0
111,2022-02-19,12-13,B,4,19,0
111,2022-02-19,13-14,A,4,19,0
111,2022-02-19,13-14,B,4,19,0
111,2022-02-19,14-15,A,4,19,0
111,2022-02-19,14-15,B,4,19,0
111,2022-02-19,15-16,A,4,19,0
111,2022-02-19,15-16,B,2,19,0
111,2022-02-19,16-17,A,3,19,0
111,2022-02-19,16-17,B,2,19,0
111,2022-02-19,17-18,A,4,19,0
111,2022-02-19,17-18,B,2,19,0
111,2022-02-19,18-19,A,4,19,0
111,2022-02-19,18-19,B,3,19,0
111,2022-02-19,19-20,A,4,19,0
111,2022-02-19,19-20,B,4,19,0
111,2022-02-19,20-21,A,4,19,0
111,2022-02-19,20-21,B,3,19,0
111,2022-02-19,21-22,A,4,19,0
111,2022-02-19,21-22,B,4,19,0
112,2022-02-20,09-10,A,-1,0,0
112,2022-02-20,09-10,B,-1,0,0
112,2022-02-20,10-11,A,-1,0,0
112,2022-02-20,10-11,B,-1,0,0
112,2022-02-20,11-12,A,-1,0,0
112,2022-02-20,11-12,B,-1,0,0
112,2022-02-20,12-13,A,-1,0,0
112,2022-02-20,12-13,B,-1,0,0
112,2022-02-20,13-14,A,-1,0,0
112,2022-02-20,13-14,B,-1,0,0
112,2022-02-20,14-15,A,-1,0,0
112,2022-02-20,14-15,B,-1,0,0
112,2022-02-20,15-16,A,-1,0,0
112,2022-02-20,15-16,B,-1,0,0
112,2022-02-20,16-17,A,-1,0,0
112,2022-02-20,16-17,B,-1,0,0
112,2022-02-20,17-18,A,-1,0,0
112,2022-02-20,17-18,B,-1,0,0
112,2022-02-20,18-19,A,-1,0,0
112,2022-02-20,18-19,B,-1,0,0
112,2022-02-20,19-20,A,-1,0,0
112,2022-02-20,19-20,B,-1,0,0
112,2022-02-20,20-21,A,-1,0,0
112,2022-02-20,20-21,B,-1,0,0
112,2022-02-20,21-22,A,-1,0,0
112,2022-02-20,21-22,B,-1,0,0
113,2022-02-21,09-10,A,3,19,0
113,2022-02-21,09-10,B,2,19,0
113,2022-02-21,10-11,A,3,19,0
113,2022-02-21,10-11,B,2,19,0
113,2022-02-21,11-12,A,4,19,0
113,2022-02-21,11-12,B,4,19,0
113,2022-02-21,12-13,A,4,19,0
113,2022-02-21,12-13,B,4,19,0
113,2022-02-21,13-14,A,4,19,0
113,2022-02-21,13-14,B,4,19,0
113,2022-02-21,14-15,A,4,19,0
113,2022-02-21,14-15,B,4,19,0
113,2022-02-21,15-16,A,3,19,0
113,2022-02-21,15-16,B,2,19,0
113,2022-02-21,16-17,A,3,19,0
113,2022-02-21,16-17,B,2,19,0
113,2022-02-21,17-18,A,4,19,0
113,2022-02-21,17-18,B,3,19,0
113,2022-02-21,18-19,A,4,19,0
113,2022-02-21,18-19,B,4,19,0
113,2022-02-21,19-20,A,4,19,0
113,2022-02-21,19-20,B,4,19,0
113,2022-02-21,20-21,A,4,19,0
113,2022-02-21,20-21,B,3,19,0
113,2022-02-21,21-22,A,4,19,0
113,2022-02-21,21-22,B,3,19,0
114,2022-02-22,09-10,A,2,19,0
114,2022-02-22,09-10,B,2,19,0
114,2022-02-22,10-11,A,3,19,0
114,2022-02-22,10-11,B,2,19,0
114,2022-02-22,11-12,A,4,19,0
114,2022-02-22,11-12,B,3,19,0
114,2022-02-22,12-13,A,4,19,0
114,2022-02-22,12-13,B,3,19,0
114,2022-02-22,13-14,A,4,19,0
114,2022-02-22,13-14,B,4,19,0
114,2022-02-22,14-15,A,3,19,0
114,2022-02-22,14-15,B,4,19,0
114,2022-02-22,15-16,A,3,19,0
114,2022-02-22,15-16,B,2,19,0
114,2022-02-22,16-17,A,3,19,0
114,2022-02-22,16-17,B,2,19,0
114,2022-02-22,17-18,A,3,19,0
114,2022-02-22,17-18,B,2,19,0
114,2022-02-22,18-19,A,4,19,0
114,2022-02-22,18-19,B,3,19,0
114,2022-02-22,19-20,A,4,19,0
114,2022-02-22,19-20,B,4,19,0
114,2022-02-22,20-21,A,3,19,0
114,2022-02-22,20-21,B,3,19,0
114,2022-02-22,21-22,A,3,19,0
114,2022-02-22,21-22,B,2,19,0
115,2022-02-23,09-10,A,3,19,0
115,2022-02-23,09-10,B,2,19,0
115,2022-02-23,10-11,A,4,19,0
115,2022-02-23,10-11,B,3,19,0
115,2022-02-23,11-12,A,4,19,0
115,2022-02-23,11-12,B,4,19,0
115,2022-02-23,12-13,A,4,19,0
115,2022-02-23,12-13,B,4,19,0
115,2022-02-23,13-14,A,4,19,0
115,2022-02-23,13-14,B,4,19,0
